ht;🇭🇹 ;-50.000;10.000;40.000;20.000;0.0000
hu;🇭🇺 ;50.000;-90.000;20.000;0.0000;10.000
id;🇮🇩 ;80.000;20.000;100.00;50.000;0.0000
ie;🇮🇪 ;80.000;30.000;40.000;-70.000;30.000
il;🇮🇱 ;120.00;-50.000;10.000;20.000;-10.000
im;🇮🇲 ;-10.000;20.000;0.0000;10.000;0.0000
in;🇮🇳 ;10.000;-110.00;-20.000;-10.000;0.0000
io;🇮🇴 ;30.000;10.000;0.0000;10.000;0.0000
iq;🇮🇶 ;-40.000;-140.00;-50.000;-20.000;-10.000
ir;🇮🇷 ;30.000;-100.00;0.0000;10.000;-10.000
is;🇮🇸 ;0.0000;-20.000;10.000;10.000;10.000
it;🇮🇹 ;30.000;30.000;50.000;-90.000;40.000
je;🇯🇪 ;150.00;-20.000;10.000;10.000;0.0000
jm;🇯🇲 ;-80.000;50.000;-10.000;0.0000;-10.000
jo;🇯🇴 ;-70.000;-90.000;50.000;20.000;-20.000
jp;🇯🇵 ;170.00;10.000;-30.000;40.000;-40.000
ke;🇰🇪 ;-110.00;0.0000;30.000;30.000;-10.000
kg;🇰🇬 ;-20.000;30.000;0.0000;10.000;0.0000
kh;🇰🇭 ;-60.000;-10.000;20.000;10.000;10.000
ki;🇰🇮 ;-10.000;10.000;50.000;20.000;10.000
km;🇰🇲 ;30.000;-20.000;-30.000;-50.000;-40.000
kn;🇰🇳 ;-80.000;30.000;20.000;20.000;-20.000
kp;🇰🇵 ;10.000;0.0000;10.000;10.000;0.0000
kr;🇰🇷 ;150.00;0.0000;-10.000;10.000;-10.000
kw;🇰🇼 ;-40.000;-60.000;70.000;-40.000;-30.000
ky;🇰🇾 ;-60.000;10.000;-40.000;10.000;0.0000
kz;🇰🇿 ;0.0000;0.0000;0.0000;0.0000;0.0000
la;🇱🇦 ;-40.000;20.000;10.000;-20.000;10.000
lb;🇱🇧 ;70.000;-70.000;0.0000;20.000;-10.000
lc;🇱🇨 ;100.00;0.0000;0.0000;0.0000;0.0000
li;🇱🇮 ;-60.000;30.000;20.000;30.000;-10.000
lk;🇱🇰 ;-10.000;20.000;-10.000;10.000;-10.000
lr;🇱🇷 ;50.000;10.000;30.000;0.0000;-10.000
ls;🇱🇸 ;10.000;-100.00;20.000;30.000;-10.000
lt;🇱🇹 ;0.0000;60.000;-30.000;0.0000;-10.000
lu;🇱🇺 ;50.000;-90.000;20.000;-10.000;10.000
lv;🇱🇻 ;10.000;-50.000;10.000;10.000;10.000
ly;🇱🇾 ;-90.000;80.000;-10.000;10.000;-20.000
ma;🇲🇦 ;-10.000;20.000;-10.000;20.000;-10.000
mc;🇲🇨 ;90.000;20.000;100.00;50.000;0.0000
md;🇲🇩 ;-10.000;50.000;10.000;-10.000;10.000
me;🇲🇪 ;-10.000;30.000;0.0000;10.000;0.0000
mg;🇲🇬 ;40.000;-20.000;-70.000;80.000;40.000
mh;🇲🇭 ;-50.000;-30.000;0.0000;0.0000;-20.000
mk;🇲🇰 ;20.000;0.0000;0.0000;0.0000;0.0000
ml;🇲🇱 ;0.0000;40.000;10.000;-20.000;20.000
mm;🇲🇲 ;30.000;10.000;-10.000;-20.000;20.000
mn;🇲🇳 ;0.0000;10.000;-10.000;20.000;-10.000
mo;🇲🇴 ;-50.000;20.000;30.000;0.0000;10.000
mp;🇲🇵 ;-70.000;20.000;20.000;-20.000;20.000
mq;🇲🇶 ;-60.000;0.0000;-30.000;20.000;0.0000
mr;🇲🇷 ;-20.000;30.000;0.0000;20.000;0.0000
ms;🇲🇸 ;-70.000;0.0000;-40.000;10.000;10.000
mt;🇲🇹 ;80.000;10.000;-20.000;50.000;80.000
mu;🇲🇺 ;-20.000;20.000;10.000;10.000;0.0000
mv;🇲🇻 ;-30.000;30.000;-10.000;10.000;-10.000
mw;🇲🇼 ;-90.000;20.000;50.000;40.000;0.0000
mx;🇲🇽 ;0.0000;50.000;40.000;-80.000;40.000
my;🇲🇾 ;20.000;20.000;50.000;0.0000;-40.000
mz;🇲🇿 ;-20.000;70.000;40.000;60.000;0.0000
na;🇳🇦 ;-40.000;20.000;0.0000;10.000;-10.000
nc;🇳🇨 ;-50.000;-20.000;0.0000;20.000;-10.000
ne;🇳🇪 ;40.000;-90.000;0.0000;10.000;-10.000
nf;🇳🇫 ;-10.000;30.000;20.000;-70.000;50.000
ng;🇳🇬 ;0.0000;40.000;50.000;-80.000;70.000
ni;🇳🇮 ;50.000;-90.000;10.000;0.0000;10.000
nl;🇳🇱 ;20.000;-100.00;30.000;10.000;0.0000
no;🇳🇴 ;-10.000;-10.000;0.0000;10.000;0.0000
nr;🇳🇷 ;-90.000;0.0000;0.0000;20.000;0.0000
nu;🇳🇺 ;60.000;30.000;0.0000;10.000;-10.000
nz;🇳🇿 ;-70.000;10.000;-50.000;10.000;10.000
om;🇴🇲 ;20.000;20.000;-80.000;-40.000;-10.000
pa;🇵🇦 ;50.000;0.0000;-10.000;-10.000;0.0000
pe;🇵🇪 ;40.000;30.000;30.000;-60.000;70.000
pf;🇵🇫 ;70.000;-70.000;10.000;20.000;-10.000
pg;🇵🇬 ;-110.00;20.000;-50.000;-30.000;-50.000
ph;🇵🇭 ;-10.000;0.0000;-10.000;90.000;30.000
pk;🇵🇰 ;-10.000;-10.000;-30.000;90.000;50.000
pl;🇵🇱 ;100.00;-20.000;-80.000;-50.000;10.000
pm;🇵🇲 ;10.000;-10.000;0.0000;20.000;10.000
pn;🇵🇳 ;-70.000;0.0000;-40.000;10.000;10.000
pr;🇵🇷 ;40.000;10.000;20.000;0.0000;-20.000
ps;🇵🇸 ;-70.000;-110.00;60.000;10.000;-10.000
pt;🇵🇹 ;-60.000;20.000;10.000;-10.000;-10.000
pw;🇵🇼 ;20.000;10.000;10.000;0.0000;0.0000
py;🇵🇾 ;30.000;-100.00;-10.000;0.0000;0.0000
qa;🇶🇦 ;10.000;-10.000;-50.000;110.00;40.000
re;🇷🇪 ;10.000;0.0000;-10.000;0.0000;-10.000
ro;🇷🇴 ;-30.000;40.000;20.000;-50.000;10.000
rs;🇷🇸 ;60.000;80.000;60.000;40.000;0.0000
ru;🇷🇺 ;50.000;80.000;-90.000;-40.000;0.0000
rw;🇷🇼 ;-20.000;-20.000;-20.000;-10.000;0.0000
sa;🇸🇦 ;-90.000;10.000;0.0000;0.0000;0.0000
sb;🇸🇧 ;-40.000;10.000;-40.000;20.000;10.000
sc;🇸🇨 ;10.000;-20.000;20.000;-20.000;-10.000
sd;🇸🇩 ;-60.000;-100.00;-30.000;-70.000;-20.000
se;🇸🇪 ;0.0000;10.000;0.0000;10.000;10.000
sg;🇸🇬 ;110.00;0.0000;80.000;40.000;10.000
sh;🇸🇭 ;-70.000;0.0000;-40.000;10.000;10.000
si;🇸🇮 ;50.000;60.000;-90.000;-30.000;0.0000
sk;🇸🇰 ;60.000;60.000;-80.000;-30.000;10.000
sl;🇸🇱 ;40.000;-100.00;20.000;0.0000;0.0000
sm;🇸🇲 ;130.00;0.0000;-50.000;-10.000;-10.000
sn;🇸🇳 ;-10.000;20.000;30.000;-60.000;10.000
so;🇸🇴 ;30.000;0.0000;20.000;0.0000;0.0000
sr;🇸🇷 ;10.000;70.000;0.0000;10.000;-10.000
ss;🇸🇸 ;-90.000;-10.000;30.000;50.000;0.0000
st;🇸🇹 ;-60.000;-20.000;0.0000;20.000;0.0000
sv;🇸🇻 ;20.000;-100.00;20.000;20.000;-10.000
sx;🇸🇽 ;-20.000;-10.000;-60.000;50.000;30.000
sy;🇸🇾 ;-40.000;-130.00;-50.000;-30.000;0.0000
sz;🇸🇿 ;-20.000;40.000;0.0000;-10.000;-10.000
tc;🇹🇨 ;-70.000;0.0000;-40.000;10.000;10.000
td;🇹🇩 ;-30.000;40.000;20.000;-40.000;0.0000
tf;🇹🇫 ;-70.000;10.000;-20.000;20.000;-10.000
tg;🇹🇬 ;-30.000;10.000;-20.000;30.000;0.0000
th;🇹🇭 ;40.000;80.000;0.0000;20.000;-10.000
tj;🇹🇯 ;0.0000;-120.00;20.000;10.000;10.000
tk;🇹🇰 ;-60.000;20.000;30.000;0.0000;-10.000
tl;🇹🇱 ;-30.000;20.000;10.000;-20.000;-20.000
tm;🇹🇲 ;-80.000;10.000;-20.000;20.000;0.0000
tn;🇹🇳 ;-20.000;20.000;20.000;-10.000;10.000
to;🇹🇴 ;-50.000;0.0000;-60.000;20.000;30.000
tr;🇹🇷 ;-20.000;20.000;-10.000;30.000;0.0000
tt;🇹🇹 ;-20.000;0.0000;-10.000;10.000;-10.000
tv;🇹🇻 ;0.0000;0.0000;-10.000;0.0000;0.0000
tw;🇹🇼 ;-40.000;40.000;0.0000;20.000;-20.000
tz;🇹🇿 ;-50.000;10.000;0.0000;20.000;-10.000
ua;🇺🇦 ;30.000;40.000;30.000;30.000;-10.000
ug;🇺🇬 ;-50.000;50.000;30.000;20.000;-10.000
us;🇺🇸 ;60.000;10.000;30.000;-10.000;-10.000
uy;🇺🇾 ;100.00;30.000;-10.000;10.000;20.000
uz;🇺🇿 ;40.000;-90.000;10.000;0.0000;10.000
va;🇻🇦 ;120.00;20.000;20.000;-30.000;-40.000
vc;🇻🇨 ;-30.000;40.000;10.000;-30.000;20.000
ve;🇻🇪 ;0.0000;50.000;-30.000;-10.000;-10.000
vg;🇻🇬 ;-70.000;10.000;-40.000;10.000;10.000
vi;🇻🇮 ;150.00;20.000;0.0000;20.000;-20.000
vn;🇻🇳 ;0.0000;10.000;0.0000;0.0000;0.0000
vu;🇻🇺 ;-70.000;40.000;-20.000;-10.000;-30.000
wf;🇼🇫 ;-10.000;10.000;-10.000;20.000;-20.000
ws;🇼🇸 ;-40.000;30.000;10.000;20.000;-20.000
xk;🇽🇰 ;-10.000;20.000;0.0000;0.0000;0.0000
ye;🇾🇪 ;-30.000;-150.00;-40.000;-30.000;0.0000
yt;🇾🇹 ;170.00;10.000;-10.000;20.000;-20.000
za;🇿🇦 ;-50.000;10.000;-20.000;-30.000;-30.000
zm;🇿🇲 ;-90.000;20.000;0.0000;10.000;-20.000
zw;🇿🇼 ;-20.000;30.000;-30.000;60.000;20.000
