cz;🇨🇿 ;-37;85;111;79;-50
de;🇩🇪 ;83;29;-16;-97;-28
dj;🇩🇯 ;-104;-1;20;47;20
dk;🇩🇰 ;85;77;-29;22;-1
dm;🇩🇲 ;29;-57;-5;-22;-26
do;🇩🇴 ;42;7;-33;33;-34
dz;🇩🇿 ;-90;13;-7;-14;-74
ec;🇪🇨 ;47;78;12;41;17
ee;🇪🇪 ;-118;-31;65;-164;20
eg;🇪🇬 ;88;-3;-101;102;13
eh;🇪🇭 ;53;-65;-89;18;-33
er;🇪🇷 ;10;-10;-27;-52;0
es;🇪🇸 ;96;93;-43;15;-1
et;🇪🇹 ;75;19;12;31;-29
fi;🇫🇮 ;-178;36;66;-62;55
fj;🇫🇯 ;-113;-24;-28;-18;28
fk;🇫🇰 ;38;-84;36;27;61
fm;🇫🇲 ;-144;-4;-18;19;-5
fo;🇫🇴 ;-191;65;22;-42;35
fr;🇫🇷 ;-24;33;2;-36;-100
ga;🇬🇦 ;-48;-46;-40;-4;-46
gb;🇬🇧 ;-21;11;-1;-12;24
gd;🇬🇩 ;73;57;15;-17;-2
ge;🇬🇪 ;-151;106;-4;-44;40
gf;🇬🇫 ;34;20;2;-57;-14
gg;🇬🇬 ;-167;107;2;-58;40
gh;🇬🇭 ;63;1;-101;-13;17
gi;🇬🇮 ;-56;108;64;125;23
gl;🇬🇱 ;-53;110;79;80;-8
gm;🇬🇲 ;85;-17;-39;4;39
gn;🇬🇳 ;36;28;-3;-26;-38
gp;🇬🇵 ;91;-60;59;-36;-38
gq;🇬🇶 ;34;22;-6;86;-53
gr;🇬🇷 ;-135;-28;-15;23;-11
gs;🇬🇸 ;50;-86;44;13;64
gt;🇬🇹 ;-150;-8;16;-16;-59
gu;🇬🇺 ;64;-86;43;-5;17
gw;🇬🇼 ;41;30;-32;-21;-3
gy;🇬🇾 ;0;-33;-4;-29;-43
hk;🇭🇰 ;125;90;-22;-4;1
hn;🇭🇳 ;-160;-66;-55;37;-38
hr;🇭🇷 ;24;-20;-122;64;34
ht;🇭🇹 ;64;-8;91;2;-17
hu;🇭🇺 ;16;17;-118;60;16
id;🇮🇩 ;-60;64;-149;-124;42
ie;🇮🇪 ;-79;52;-13;-35;-101
il;🇮🇱 ;-157;7;-42;47;15
im;🇮🇲 ;132;77;3;-19;26
in;🇮🇳 ;34;15;-95;79;5
io;🇮🇴 ;-55;-22;-7;-11;35
iq;🇮🇶 ;88;-6;-96;102;18
ir;🇮🇷 ;-3;44;-3;108;-50
is;🇮🇸 ;-57;-60;-2;-3;-5
it;🇮🇹 ;-38;43;3;-44;-98
je;🇯🇪 ;-148;94;-39;-2;13
jm;🇯🇲 ;47;-24;32;-52;-30
jo;🇯🇴 ;60;-58;-83;12;-23
jp;🇯🇵 ;-214;87;-5;-22;56
ke;🇰🇪 ;79;-51;-7;-44;-2
kg;🇰🇬 ;132;94;-15;-19;8
kh;🇰🇭 ;30;-51;-10;-21;-7
ki;🇰🇮 ;22;11;-80;-67;37
km;🇰🇲 ;-23;18;-18;19;-17
kn;🇰🇳 ;88;2;63;-22;-20
kp;🇰🇵 ;9;7;-2;-43;-2
kr;🇰🇷 ;-195;69;-12;-10;32
kw;🇰🇼 ;57;4;4;70;-84
ky;🇰🇾 ;44;-86;38;10;66
kz;🇰🇿 ;-125;-86;14;6;-18
la;🇱🇦 ;105;14;21;13;12
lb;🇱🇧 ;19;82;-56;77;44
lc;🇱🇨 ;-179;-7;17;19;14
li;🇱🇮 ;96;-5;82;-15;4
lk;🇱🇰 ;48;58;-8;-25;0
lr;🇱🇷 ;-28;61;-9;-11;-4
ls;🇱🇸 ;-38;-62;-89;28;-5
lt;🇱🇹 ;72;70;76;16;22
lu;🇱🇺 ;-47;-18;-161;12;28
lv;🇱🇻 ;67;-7;-46;42;2
ly;🇱🇾 ;78;-51;3;-92;41
ma;🇲🇦 ;136;53;25;-30;32
mc;🇲🇨 ;-59;53;-136;-127;46
md;🇲🇩 ;40;41;22;-39;-24
me;🇲🇪 ;111;100;-12;-26;11
mg;🇲🇬 ;-40;33;-34;-26;120
mh;🇲🇭 ;-16;-75;3;1;15
mk;🇲🇰 ;93;101;-21;-19;6
ml;🇲🇱 ;52;63;-5;-47;-64
mm;🇲🇲 ;30;78;15;26;-17
mn;🇲🇳 ;70;22;6;-12;16
mo;🇲🇴 ;-4;-86;11;2;-33
mp;🇲🇵 ;-15;-100;41;-9;-8
mq;🇲🇶 ;62;-47;79;22;-2
mr;🇲🇷 ;52;5;12;17;10
ms;🇲🇸 ;47;-92;46;20;64
mt;🇲🇹 ;-38;97;-11;-17;62
mu;🇲🇺 ;27;-11;-52;-63;6
mv;🇲🇻 ;116;40;25;-19;35
mw;🇲🇼 ;80;-56;-29;-87;-6
mx;🇲🇽 ;-8;43;13;-47;-89
my;🇲🇾 ;-30;43;-11;-57;-6
mz;🇲🇿 ;21;16;60;-83;0
na;🇳🇦 ;24;-37;7;-43;8
nc;🇳🇨 ;-5;-52;-8;-49;-19
ne;🇳🇪 ;15;24;-109;39;1
nf;🇳🇫 ;-24;-21;21;-35;-93
ng;🇳🇬 ;-71;-30;7;-22;-99
ni;🇳🇮 ;-88;-75;-56;64;-28
nl;🇳🇱 ;18;-43;-132;51;4
no;🇳🇴 ;82;20;5;16;17
nr;🇳🇷 ;52;-102;29;-6;21
nu;🇳🇺 ;8;98;-31;-28;-26
nz;🇳🇿 ;51;-93;48;11;68
om;🇴🇲 ;-14;53;46;3;-21
pa;🇵🇦 ;-51;33;-37;-12;29
pe;🇵🇪 ;31;95;-19;-28;-77
pf;🇵🇫 ;20;86;-62;74;40
pg;🇵🇬 ;131;-2;11;-17;15
ph;🇵🇭 ;0;14;79;32;49
pk;🇵🇰 ;-8;-35;25;-30;88
pl;🇵🇱 ;-80;113;86;96;-11
pm;🇵🇲 ;-46;-32;-2;3;3
pn;🇵🇳 ;50;-85;36;14;60
pr;🇵🇷 ;-11;55;-3;13;11
ps;🇵🇸 ;38;-62;-105;5;-35
pt;🇵🇹 ;111;42;-2;-25;-28
pw;🇵🇼 ;-159;-86;17;-20;-13
py;🇵🇾 ;14;-20;-138;58;38
qa;🇶🇦 ;-21;33;5;-17;113
re;🇷🇪 ;-47;-20;80;60;4
ro;🇷🇴 ;82;45;9;-39;-69
rs;🇷🇸 ;-74;25;-42;-125;53
ru;🇷🇺 ;-47;74;176;72;29
rw;🇷🇼 ;-57;-46;44;26;-46
sa;🇸🇦 ;69;-75;35;-23;-24
sb;🇸🇧 ;1;-60;56;11;-3
sc;🇸🇨 ;6;19;-52;-36;-8
sd;🇸🇩 ;94;-11;-75;75;-19
se;🇸🇪 ;-53;-60;-6;-5;-27
sg;🇸🇬 ;-84;66;-132;-113;46
sh;🇸🇭 ;50;-92;40;18;66
si;🇸🇮 ;-51;68;165;89;28
sk;🇸🇰 ;-44;85;141;77;16
sl;🇸🇱 ;-69;-57;-76;60;-42
sm;🇸🇲 ;-194;40;5;33;31
sn;🇸🇳 ;47;56;-1;-53;-77
so;🇸🇴 ;-92;-90;14;16;-2
sr;🇸🇷 ;-25;-9;36;-72;-7
ss;🇸🇸 ;51;-55;-22;-29;-6
st;🇸🇹 ;2;-21;-38;-35;-44
sv;🇸🇻 ;-83;-77;-54;63;-20
sx;🇸🇽 ;40;3;-38;1;107
sy;🇸🇾 ;89;-6;-95;99;16
sz;🇸🇿 ;6;-23;30;-45;-12
tc;🇹🇨 ;51;-86;34;20;63
td;🇹🇩 ;82;41;12;-40;-68
tf;🇹🇫 ;36;-91;44;3;49
tg;🇹🇬 ;24;1;-14;-28;3
th;🇹🇭 ;-20;20;58;-45;48
tj;🇹🇯 ;28;13;-116;73;12
tk;🇹🇰 ;50;-50;25;-34;-38
tl;🇹🇱 ;127;73;2;-21;6
tm;🇹🇲 ;28;-69;41;-37;8
tn;🇹🇳 ;124;90;-22;-4;1
to;🇹🇴 ;79;74;50;15;49
tr;🇹🇷 ;122;95;-15;-11;26
tt;🇹🇹 ;96;53;6;-28;27
tv;🇹🇻 ;-90;-90;0;-12;46
tw;🇹🇼 ;105;65;39;-16;1
tz;🇹🇿 ;-7;-73;3;-46;-13
ua;🇺🇦 ;-33;12;49;-8;-51
ug;🇺🇬 ;86;50;33;-46;-3
us;🇺🇸 ;-36;40;1;-18;-14
uy;🇺🇾 ;-163;16;19;-2;45
uz;🇺🇿 ;-89;-47;-45;57;-49
va;🇻🇦 ;-120;100;-37;-16;-41
vc;🇻🇨 ;49;8;15;-34;-51
ve;🇻🇪 ;72;70;88;14;32
vg;🇻🇬 ;49;-86;39;12;62
vi;🇻🇮 ;-192;77;-19;-27;25
vn;🇻🇳 ;134;91;-12;-19;13
vu;🇻🇺 ;69;-27;-28;-74;29
wf;🇼🇫 ;103;76;23;0;28
ws;🇼🇸 ;116;46;47;-25;6
xk;🇽🇰 ;-62;-93;34;-8;-3
ye;🇾🇪 ;86;-3;-105;108;10
yt;🇾🇹 ;-211;83;-13;-7;39
za;🇿🇦 ;32;-25;-12;-1;22
zm;🇿🇲 ;82;-37;32;-31;-33
zw;🇿🇼 ;30;33;21;-46;40
